network,mode,idx,userOpHash,txHash,blockNumber,gasUsed,effectiveGasPriceWei,baseFeePerGasWei,totalFeeWei,cachedEthUsdPrice,cachedUpdatedAt,operator,senderAA,token,userTokenBalanceDelta,xpntsToken,debtBefore,debtAfter,debtDelta
op-sepolia,superpaymaster,1,0xfba0c17e7b4a1ac1642114cae859940d0f979f746b1645521956e9a373816e91,0xfcf21a8cbb5051c982c577f52034bea11da2005e68edb3ee62043edccab8482e,39496619,167835,100250,250,16825458750,195509570212,1770795336,0xEcAACb915f7D92e9916f449F7ad42BD0408733c9,0xBC7626E94a215F6614d1B6aFA740787A2E50aaA4,0x1Ee6142b4934CB6732dD211F929411132B2ABB5B,-1000000000000,0x1Ee6142b4934CB6732dD211F929411132B2ABB5B,349633196822371366758,360595858914280233749,10962662091908866991
